Brand,Model,Year,Condition,Mileage,Gearbox,Fiscal Power,Fuel,Equipment,Number of Doors,Origin,First Owner,Location,Sector,Price
Kia,K5,2021,Excellent,85 000 - 89 999,Automatic,11 CV,Hybrid,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Rabat,Hay Riad,250000.0
Opel,Astra,2011,Very Good,120 000 - 129 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Leather Seats']",5.0,WW in Morocco,No,Marrakech,Massira,95000.0
Volkswagen,Tiguan,2018,Excellent,20 000 - 24 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Casablanca,Sidi Bernoussi,
Mercedes-Benz,Classe CLA,2024,Excellent,0 - 4 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Rabat,Hay el Fath,
Volkswagen,Jetta,2011,Very Good,250 000 - 299 999,Manual,8 CV,Diesel,"['Air Conditioning', 'Electric Windows']",5.0,,No,Rabat,Taqaddoum,92000.0
Volkswagen,Touareg,2008,Excellent,250 000 - 299 999,Automatic,12 CV,Diesel,"['Electric Windows', 'Rear Camera']",5.0,WW in Morocco,No,Casablanca,Al Fida,75000.0
Peugeot,306,2002,Good,300 000 - 349 999,Manual,7 CV,Diesel,"['Electric Windows', 'CD/MP3/Bluetooth']",5.0,,No,Bouskoura,Victoria,54000.0
Renault,Kangoo,2014,Excellent,0 - 4 999,Manual,6 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Alloy Wheels', 'Central Locking', 'Electric Windows']",5.0,,No,Oujda,Hay Lazaret,
Mercedes-Benz,Classe CLA,2015,Excellent,160 000 - 169 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",,WW in Morocco,,Casablanca,Maarif,240000.0
Jeep,Grand Cherokee,2016,Very Good,140 000 - 149 999,Automatic,12 CV,Diesel,"['Rear Camera', 'Alloy Wheels']",5.0,WW in Morocco,No,Tétouan,Al Azhar,148000.0
Ford,Kuga,2014,Very Good,25 000 - 29 999,Manual,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking']",5.0,WW in Morocco,No,Casablanca,Belvédère,147000.0
Chevrolet,Camaro,2021,Excellent,20 000 - 24 999,Automatic,11 CV,Petrol,"['Alloy Wheels', 'Electric Windows']",3.0,Customs-cleared car,,الرباط,Massira,
Land Rover,Freelander,2009,Very Good,250 000 - 299 999,Automatic,9 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Speed Limiter']",5.0,,,Casablanca,Maarif,
Renault,Scenic,2015,Excellent,120 000 - 129 999,Automatic,6 CV,Diesel,"['Air Conditioning', 'Alloy Wheels']",5.0,Customs-cleared car,Yes,Tanger,Branes 1,150000.0
Hyundai,i 20,2021,New,35 000 - 39 999,Manual,6 CV,Diesel,['Navigation System/GPS'],5.0,WW in Morocco,Yes,El Jadida,Hay Essalam,142000.0
Peugeot,308,2013,Excellent,170 000 - 179 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Aïn Chock,103000.0
Mercedes-Benz,Classe A,2021,Excellent,55 000 - 59 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Marrakech,Allal El Fassi,390000.0
Dacia,Logan,2012,Very Good,170 000 - 179 999,Manual,6 CV,Diesel,"['Rear Camera', 'CD/MP3/Bluetooth']",5.0,,,Salé,El Qaria,60000.0
Citroen,C5,2007,Good,300 000 - 349 999,Manual,8 CV,Diesel,"['ABS', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Electric Windows']",5.0,WW in Morocco,No,Deroua,Toute la ville,
Renault,Captur,2018,Excellent,130 000 - 139 999,Automatic,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Agadir,Zone Industrielle Agadir,
Alfa Romeo,Giulietta,2015,Very Good,160 000 - 169 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Oulfa,115000.0
Volkswagen,Jetta,2019,Excellent,10 000 - 14 999,Automatic,8 CV,Diesel,"['Electric Windows', 'Leather Seats']",5.0,WW in Morocco,,Ifrane,Atlas,
Volkswagen,GOLF 2,1992,Excellent,60 000 - 64 999,Manual,7 CV,Petrol,"['CD/MP3/Bluetooth', 'Speed Limiter', 'Central Locking']",3.0,Customs-cleared car,No,Taza,Toute la ville,30200.0
Citroen,C3,2019,Excellent,75 000 - 79 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Sidi Maarouf,
Suzuki,Alto,2010,Very Good,140 000 - 149 999,Manual,4 CV,Petrol,"['Rear Camera', 'Leather Seats']",5.0,WW in Morocco,No,Fès,Other,40000.0
Dacia,Sandero,2023,Excellent,20 000 - 24 999,Manual,6 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Electric Windows']",5.0,WW in Morocco,Yes,Temara,Massira 2,
Kia,Carens,2007,Good,200 000 - 249 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Rear Camera']",5.0,Imported New,No,Oujda,Hay Salam,60000.0
BMW,X5,2005,Excellent,350 000 - 399 999,Automatic,12 CV,Diesel,"['Alloy Wheels', 'Alloy Wheels']",,Customs-cleared car,,Nador,City Center,
Mercedes-Benz,220,1994,Very Good,200 000 - 249 999,Automatic,8 CV,Diesel,"['Rear Camera', 'Air Conditioning', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",5.0,Customs-cleared car,No,Agadir,City Center,41000.0
Toyota,Corolla,2014,New,190 000 - 199 999,Manual,5 CV,Diesel,"['CD/MP3/Bluetooth', 'Electric Windows']",5.0,WW in Morocco,No,Mohammedia,El Alia,123000.0
Renault,R9,1984,Good,250 000 - 299 999,Manual,6 CV,Diesel,"['CD/MP3/Bluetooth', 'Electric Windows']",5.0,Customs-cleared car,No,Ain Leuh,Toute la ville,24999.0
Dacia,Dokker,2020,Excellent,0 - 4 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Alloy Wheels']",5.0,WW in Morocco,No,Casablanca,Ain Sebaa,97000.0
Peugeot,308,2012,Very Good,200 000 - 249 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'ESP', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Errachidia,Toute la ville,95000.0
Volkswagen,Caddy,2014,Excellent,200 000 - 249 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Central Locking', 'Electric Windows']",,Imported New,,Fès,Saies,123000.0
Citroen,C1,2012,Very Good,0 - 4 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,No,Salé,Said Hajji,
Renault,Kadjar,2018,Excellent,160 000 - 169 999,Manual,6 CV,Diesel,"['Leather Seats', 'Electric Windows']",5.0,WW in Morocco,No,El Jadida,Sidi Moussa,145000.0
Mercedes-Benz,Classe GLE,2018,Excellent,170 000 - 179 999,Automatic,9 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Fès,Route Ain Chkaf,
Mercedes-Benz,250,1987,Very Good,0 - 4 999,Manual,12 CV,Diesel,"['CD/MP3/Bluetooth', 'Leather Seats']",,,,Salé,Abouab Sala,
Audi,Q5,2017,New,190 000 - 199 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,Yes,Rabat,Hay Riad,
Peugeot,308,2010,Good,200 000 - 249 999,Manual,6 CV,Diesel,['Air Conditioning'],5.0,WW in Morocco,Yes,Salé,Tabriquet,80000.0
Dacia,Logan,2006,Good,150 000 - 159 999,Manual,6 CV,Diesel,"['CD/MP3/Bluetooth', 'Alloy Wheels']",5.0,WW in Morocco,No,Benslimane,Lallamaryem,62000.0
Renault,Clio,2020,,110 000 - 119 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Hay Hassani,110000.0
Mitsubishi,L200,2007,Good,0 - 4 999,Manual,10 CV,Diesel,"['Rear Camera', 'Electric Windows']",5.0,WW in Morocco,No,Boufkrane,Toute la ville,60000.0
Honda,Jazz,2004,Very Good,25 000 - 29 999,Manual,8 CV,Petrol,"['Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Cruise Control', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Deroua,Toute la ville,300000.0
Peugeot,301,2014,New,130 000 - 139 999,Manual,6 CV,Diesel,"['Rear Camera', 'Electric Windows']",5.0,WW in Morocco,No,El Jadida,Najd,86000.0
Volkswagen,coccinelle_cabriolet,2018,Excellent,85 000 - 89 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Rear Camera']",3.0,Customs-cleared car,Yes,Marrakech,Targa,215000.0
Fiat,500,2015,Excellent,70 000 - 74 999,Automatic,6 CV,Petrol,"['Electric Windows', 'Electric Windows']",3.0,WW in Morocco,No,Oujda,Andalous,93000.0
Peugeot,307,2005,Excellent,170 000 - 179 999,Manual,6 CV,Petrol,"['ABS', 'CD/MP3/Bluetooth', 'ESP', 'Onboard Computer', 'Parking Sensors', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Rabat,Les Ambassadeurs,48000.0
Volkswagen,Golf,1995,Very Good,10 000 - 14 999,Manual,9 CV,Diesel,"['Electric Windows', 'Rear Camera']",5.0,,,Ait Melloul,Toute la ville,100000.0
Peugeot,405,1990,,190 000 - 199 999,Manual,7 CV,Diesel,"['Rear Camera', 'Alloy Wheels']",5.0,WW in Morocco,,Agadir,Hay Zaytoun,28000.0
Mercedes-Benz,Classe A,2000,Very Good,250 000 - 299 999,Manual,7 CV,Diesel,['Electric Windows'],5.0,WW in Morocco,No,Rabat,Hassan,43000.0
Citroen,AX,1993,,250 000 - 299 999,Manual,5 CV,Diesel,"['CD/MP3/Bluetooth', 'Rear Camera']",5.0,,,El Kelâa des Sraghna,Toute la ville,15000.0
Renault,Clio,2005,Good,200 000 - 249 999,Manual,7 CV,Petrol,"['ABS', 'Electric Windows']",5.0,WW in Morocco,No,Meknès,El Bassatine,49000.0
Citroen,C3,2023,Excellent,10 000 - 14 999,Manual,5 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Marrakech,Guéliz,180000.0
Volkswagen,Caddy,2019,Excellent,45 000 - 49 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Alloy Wheels']",,WW in Morocco,Yes,Salé,Sala El Jadida,153000.0
Hyundai,Santa Fe,2010,Very Good,150 000 - 159 999,Manual,9 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",5.0,WW in Morocco,No,Marrakech,Massira 3,64000.0
Volkswagen,Passat,2009,Very Good,130 000 - 139 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Alloy Wheels']",5.0,WW in Morocco,No,Mohammedia,City Center,104000.0
Hyundai,Tucson,2021,Excellent,110 000 - 119 999,Automatic,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",5.0,WW in Morocco,Yes,Rabat,Yacoub El Mansour,
Volkswagen,Touareg,2009,Excellent,10 000 - 14 999,Automatic,8 CV,Diesel,"['ABS', 'Air Conditioning', 'ESP', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Electric Windows']",,WW in Morocco,Yes,Sidi Bennour,Toute la ville,
Hyundai,Tucson,2021,Excellent,100 000 - 109 999,Automatic,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Electric Windows']",5.0,WW in Morocco,No,Kénitra,Bab Fès,278000.0
Hyundai,Santa Fe,2008,Very Good,250 000 - 299 999,Manual,9 CV,Diesel,"['Electric Windows', 'Alloy Wheels']",,WW in Morocco,,Salé,El Qaria,75000.0
Citroen,Xsara Picasso,2008,Very Good,170 000 - 179 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",,WW in Morocco,No,Rabat,Hassan,72000.0
Citroen,C4 CACTUS,2022,Excellent,55 000 - 59 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",,WW in Morocco,Yes,Casablanca,Ain Sebaa,
Porsche,Cayenne,2015,Excellent,160 000 - 169 999,Automatic,10 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Belvédère,375000.0
Mercedes-Benz,Classe GLC,2024,New,0 - 4 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Rabat,Yacoub El Mansour,
Mercedes-Benz,220,1999,Very Good,200 000 - 249 999,Manual,8 CV,Diesel,"['Electric Windows', 'Electric Windows']",5.0,Customs-cleared car,Yes,Marrakech,Massira,60000.0
Audi,A4,2003,Good,140 000 - 149 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'CD/MP3/Bluetooth']",5.0,Customs-cleared car,No,Casablanca,Sidi Bernoussi,68000.0
Peugeot,208,2017,New,95 000 - 99 999,Manual,6 CV,Diesel,"['Rear Camera', 'CD/MP3/Bluetooth']",5.0,WW in Morocco,No,Rabat,Agdal,123000.0
Volkswagen,GOLF 5,2005,Very Good,300 000 - 349 999,Manual,8 CV,Diesel,"['ABS', 'Airbags', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Central Locking', 'Electric Windows']",5.0,Customs-cleared car,No,El Kelâa des Sraghna,Toute la ville,70000.0
Ford,Fiesta,2012,Very Good,20 000 - 24 999,Manual,6 CV,Diesel,"['Airbags', 'Air Conditioning', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,Casablanca,Hay Mohammadi,98000.0
Mitsubishi,lancer,1999,Good,0 - 4 999,Automatic,7 CV,Petrol,['Electric Windows'],5.0,WW in Morocco,No,Marrakech,Route de Tamansourt,25000.0
Volkswagen,GOLF 3,1993,Excellent,190 000 - 199 999,Manual,8 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,Customs-cleared car,No,Fès,Fes Jdid,42000.0
Hyundai,ix 35,2015,Excellent,200 000 - 249 999,Manual,7 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Central Locking']",5.0,WW in Morocco,No,Agadir,Other,
Renault,Clio,2018,Excellent,100 000 - 109 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'Alloy Wheels', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",,,,Ksar el-Kebir,Toute la ville,125000.0
Opel,COMBO,2022,Excellent,45 000 - 49 999,Manual,6 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Parking Sensors', 'Central Locking', 'Electric Windows']",,WW in Morocco,Yes,Kénitra,El Haddada,120000.0
Skoda,Kamiq,2021,Excellent,100 000 - 109 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Tanger,City Center,205000.0
Porsche,cayenne_coupe,2023,Excellent,15 000 - 19 999,Automatic,17 CV,Hybrid,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Casablanca,Californie,
Mercedes-Benz,Classe E,2018,Excellent,110 000 - 119 999,Automatic,8 CV,Diesel,"['Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,No,Casablanca,2 Mars,440000.0
Peugeot,Partner,2003,Very Good,190 000 - 199 999,Manual,7 CV,Diesel,"['Leather Seats', 'Electric Windows']",5.0,,,Agadir,City Center,67000.0
Ford,Focus,2018,Excellent,95 000 - 99 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,No,El Jadida,Najd,165000.0
Fiat,tipo_hatchback,2021,Excellent,85 000 - 89 999,Automatic,6 CV,Diesel,"['ABS', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",5.0,WW in Morocco,No,Salé,Hay Chmaou,145000.0
Ford,Focus,2014,Excellent,190 000 - 199 999,Manual,6 CV,Diesel,"['ABS', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Central Locking']",5.0,WW in Morocco,No,Fès,City Center,119000.0
Renault,Kangoo,2007,Good,0 - 4 999,Manual,7 CV,Diesel,"['Electric Windows', 'Alloy Wheels']",5.0,,,Jorf El Melha,Toute la ville,
Dacia,Sandero,2012,Very Good,200 000 - 249 999,Manual,6 CV,Diesel,"['Alloy Wheels', 'Leather Seats']",,WW in Morocco,No,Marrakech,Azzouzia,63000.0
Renault,Kangoo,2009,Good,400 000 - 449 999,Manual,7 CV,Diesel,"['Leather Seats', 'Rear Camera']",5.0,WW in Morocco,,Salé,Sala El Jadida,72000.0
Dacia,Logan,2014,Very Good,150 000 - 159 999,Manual,6 CV,Diesel,"['CD/MP3/Bluetooth', 'Rear Camera', 'Parking Sensors', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Hay Moulay Rachid,77000.0
Volkswagen,Tiguan,2021,Excellent,50 000 - 54 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Rabat,Hay el Fath,
Peugeot,Partner,2012,,0 - 4 999,Manual,7 CV,Petrol,"['ABS', 'CD/MP3/Bluetooth', 'Rear Camera', 'Alloy Wheels', 'Parking Sensors', 'Leather Seats', 'Electric Windows']",5.0,,Yes,Marrakech,Massira 1,65000.0
Land Rover,Range Rover Evoque,2016,Excellent,120 000 - 129 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking']",5.0,Imported New,Yes,Rabat,Hay Riad,300000.0
Volkswagen,Tiguan,2017,Very Good,140 000 - 149 999,Automatic,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,Maârif Extension,260000.0
Fiat,500,2022,Excellent,60 000 - 64 999,Automatic,7 CV,Petrol,"['Leather Seats', 'Rear Camera']",5.0,WW in Morocco,Yes,Casablanca,Anfa,125000.0
Volvo,XC60,2017,Excellent,180 000 - 189 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Tétouan,Other,170000.0
Audi,Q3,2024,New,0 - 4 999,Automatic,9 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Cruise Control', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Rabat,Other,
Hyundai,i 10,2012,Good,160 000 - 169 999,Manual,6 CV,Petrol,"['Electric Windows', 'Electric Windows']",5.0,Imported New,No,Larache,Toute la ville,53000.0
Dacia,Logan,2006,Very Good,15 000 - 19 999,Manual,8 CV,Petrol,"['Rear Camera', 'Rear Camera']",5.0,Customs-cleared car,No,Ait Melloul,,49000.0
Dacia,Lodgy,2022,Excellent,90 000 - 94 999,Manual,7 CV,Diesel,"['Alloy Wheels', 'Electric Windows']",5.0,WW in Morocco,No,Tétouan,Touilaa,148000.0
Mercedes-Benz,Classe C,2019,Excellent,100 000 - 109 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Rear Camera', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Parking Sensors', 'Leather Seats', 'Navigation System/GPS', 'Sunroof', 'Central Locking', 'Electric Windows']",5.0,Imported New,Yes,Rabat,Hay el Fath,
Renault,Megane,1999,Very Good,30 000 - 34 999,Manual,6 CV,Diesel,"['CD/MP3/Bluetooth', 'Air Conditioning', 'Central Locking']",5.0,WW in Morocco,,Temara,Ain Atig,
Volkswagen,Passat,2013,,170 000 - 179 999,Automatic,8 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Parking Sensors', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,,No,El Jadida,City Center,120000.0
Dacia,sandero_streetway,2022,Excellent,130 000 - 139 999,Manual,6 CV,Diesel,"['ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Air Conditioning', 'ESP', 'Alloy Wheels', 'Speed Limiter', 'Onboard Computer', 'Cruise Control', 'Navigation System/GPS', 'Central Locking', 'Electric Windows']",5.0,WW in Morocco,Yes,Casablanca,2 Mars,138000.0
